800 800
60 (45.44,-73.6352) 
1 (45.60850219986112,-73.61195882987592)
1 (45.33157715704547,-73.45926837852942)
1 (45.45112203051659,-73.69564827357104)
1 (45.25000318418687,-73.4271076950633)
1 (45.62505206679125,-73.49175783745667)
1 (45.74124547633196,-73.30084717526407)
1 (45.3709267584799,-73.49876810672029)
1 (45.596311781127184,-73.67242432981995)
1 (45.637326502487554,-73.50488214634096)
1 (45.5847388893937,-73.52281978922404)
1 (45.3335642868033,-73.56816755053543)
1 (45.469641769418374,-73.27241637159933)
1 (45.716711792604514,-73.74796838823868)
1 (45.38869939208651,-73.60990292979855)
1 (45.45645971103105,-73.40861662155771)
1 (45.55702527049229,-73.49863366911202)
1 (45.281269611693155,-73.3808280706753)
1 (45.74054625742231,-73.2783964515078)
1 (45.35976348120898,-73.71489869335521)
1 (45.581814041285284,-73.533961345662)
1 (45.71241002780098,-73.69292204280336)
1 (45.63409961607323,-73.38957406681938)
1 (45.48030530371512,-73.68472963507578)
1 (45.37417169927982,-73.61072662074889)
1 (45.30020831884982,-73.33411105422306)
1 (45.51933592394305,-73.35108047970861)
1 (45.347980859000586,-73.44810146984273)
1 (45.670112190087224,-73.5733356848374)
1 (45.31619364491219,-73.33272928795355)
1 (45.63635382519093,-73.59813215032665)
1 (45.68589956283163,-73.67359756358822)
1 (45.28166239966531,-73.39473743811959)
1 (45.63743783843587,-73.39902784369022)
1 (45.338628242951806,-73.62131828832906)
1 (45.320621339716325,-73.28722603268149)
1 (45.405727299415084,-73.55101103634416)
1 (45.470772345361546,-73.38703486249926)
1 (45.73563090438989,-73.38279914739306)
1 (45.51381074414019,-73.61431839957295)
1 (45.46423547782148,-73.53337405081359)
1 (45.35096144134753,-73.6628793398659)
1 (45.609895530935766,-73.33769831160853)
1 (45.45163640201942,-73.63004025559204)
1 (45.49314339100296,-73.65190824150187)
1 (45.71165990878313,-73.50262548588525)
1 (45.68860565074884,-73.65248607979821)
1 (45.25324386585229,-73.37906093404266)
1 (45.72287635347289,-73.66029964981139)
1 (45.45298325782664,-73.51766430325819)
1 (45.47478331268477,-73.58715056767204)
1 (45.48463023223163,-73.4999289117561)
1 (45.61778442638912,-73.60588996894346)
1 (45.55451856166542,-73.48070960323399)
1 (45.46815668488646,-73.38295358544211)
1 (45.28924832835158,-73.66469994597051)
1 (45.26719136243021,-73.68433617779752)
1 (45.40760420902628,-73.3004449774255)
1 (45.73078478375053,-73.37256812314477)
1 (45.3716688869521,-73.61936475782879)
1 (45.64561459693671,-73.25317506482295)
1 (45.6657064392426,-73.26786888975919)
1 (45.377517424421505,-73.40439426660312)
1 (45.695628669071326,-73.38562316133104)
1 (45.384734612094114,-73.53358972087076)
1 (45.53672104858799,-73.57238454432142)
1 (45.69636838152045,-73.54785044705673)
1 (45.38279263739952,-73.55955147511013)
1 (45.32469163026809,-73.40467488451398)
1 (45.56602819651307,-73.4606816300337)
1 (45.72888022006404,-73.4214369926785)
1 (45.42355848605677,-73.5177101568447)
1 (45.73728783288365,-73.56949774577221)
1 (45.58412853285691,-73.28645649733494)
1 (45.26555846118064,-73.36036860560843)
1 (45.4362314172466,-73.71623847905195)
1 (45.73867326584967,-73.7472515052165)
1 (45.61768877211022,-73.57401805034314)
1 (45.336453635711514,-73.51557302702226)
1 (45.33589745198124,-73.64348313019495)
1 (45.534093445381274,-73.42079818635638)
1 (45.68782475326255,-73.59382583889376)
1 (45.40196909519473,-73.35085234622669)
1 (45.39932338512271,-73.36170763807804)
1 (45.26227688110084,-73.54389774869098)
1 (45.544450226794545,-73.3230074737398)
1 (45.57397277196683,-73.38000409336453)
1 (45.33721142234127,-73.44842948083857)
1 (45.332040675556435,-73.48742045008599)
1 (45.51051947812822,-73.53890219576287)
1 (45.32229104472705,-73.3606990373828)
1 (45.61013668001566,-73.52293178623381)
1 (45.26869216744406,-73.37883909980191)
1 (45.73499174224865,-73.66867733877525)
1 (45.7466628007164,-73.5369122216248)
1 (45.349495723512476,-73.41849639139906)
1 (45.71280490805755,-73.36429831847333)
1 (45.27834579820711,-73.39306480360973)
1 (45.61923180242755,-73.39670456475584)
1 (45.36979417958298,-73.43590525690803)
1 (45.33894700903314,-73.69755752459578)
1 (45.579472687042994,-73.37726413034027)
1 (45.52765557293251,-73.28715153330653)
1 (45.383601564786765,-73.48875712279559)
1 (45.58694000562618,-73.43510461853361)
1 (45.47777472204243,-73.37705933475893)
1 (45.57390878480938,-73.60321597885022)
1 (45.65550152586828,-73.32614610607588)
1 (45.723226411422715,-73.39173715438598)
1 (45.58929892486091,-73.34319615928224)
1 (45.708859407733385,-73.6423619105938)
1 (45.45636552596218,-73.39324935465868)
1 (45.37492391128307,-73.38590791484488)
1 (45.460733022900015,-73.52206666971915)
1 (45.4076956630434,-73.59170611385964)
1 (45.304278161377525,-73.26537038641649)
1 (45.304144640366374,-73.67913182466881)
1 (45.55009212283916,-73.42574821687711)
1 (45.5162819248652,-73.48950450072137)
1 (45.60344220616693,-73.465985261833)
1 (45.31515726879039,-73.38875094281742)
1 (45.70792413983322,-73.41944342249282)
1 (45.723521746487805,-73.37777002504059)
1 (45.41739152080171,-73.35433817055629)
1 (45.31197042545726,-73.52835453220035)
1 (45.45786224256311,-73.54936816003502)
1 (45.73980604354065,-73.73781911149712)
1 (45.73783997058791,-73.6431335542106)
1 (45.648915221577816,-73.70515100296524)
1 (45.50035222601219,-73.60913448416377)
1 (45.3866246163934,-73.67554335262847)
1 (45.73549441191345,-73.48187149852707)
1 (45.541805291940946,-73.37858868729987)
1 (45.48838316528786,-73.31767524470067)
1 (45.42741915135937,-73.69820349425203)
1 (45.60415991058735,-73.41637331970655)
1 (45.432252297,-73.45952220069515)
1 (45.74904931078993,-73.35675735006984)
1 (45.59475578254171,-73.29954248936234)
1 (45.73446541054892,-73.41004420846035)
1 (45.322715061678785,-73.40422135881988)
1 (45.749771425308246,-73.39113049429564)
1 (45.39389533527674,-73.445014495591)
1 (45.57853776761352,-73.48741982311425)
1 (45.72486048395896,-73.33251954278965)
1 (45.733005646285754,-73.56935833114315)
1 (45.387839470849364,-73.42392671925582)
1 (45.691952482016575,-73.43554365424346)
1 (45.488814400327264,-73.5743982621887)
1 (45.56826807010418,-73.37837879400351)
1 (45.29393072304987,-73.41029105186746)
1 (45.564289145005475,-73.3737221230045)
1 (45.405880343703934,-73.42430496136403)
1 (45.49530307829856,-73.5998406680446)
1 (45.34708461271928,-73.44918215252576)
1 (45.47461969109703,-73.37720421700502)
1 (45.60230457837129,-73.25750074011958)
1 (45.55722362118428,-73.49126299774531)
1 (45.50973203574365,-73.46039912696473)
1 (45.733257743196376,-73.71533255509716)
1 (45.36666531399604,-73.53773514236299)
1 (45.64745158683625,-73.69006452201543)
1 (45.73354988340177,-73.72622751255805)
1 (45.29609697455699,-73.63971278551843)
1 (45.678464323076916,-73.62054453854648)
1 (45.71928622876004,-73.71350976844828)
1 (45.603058191109355,-73.70509844064713)
1 (45.362866756151064,-73.53294814543533)
1 (45.33049910605507,-73.63147131878452)
1 (45.33192902233841,-73.30261880146769)
1 (45.31616186759664,-73.38794193509793)
1 (45.695633151265916,-73.60348609749012)
1 (45.66259371293473,-73.57350048581947)
1 (45.331792867513734,-73.73308742355438)
1 (45.58171505841853,-73.28903117002011)
1 (45.518873395510276,-73.68712386768033)
1 (45.5492662501677,-73.69301080883865)
1 (45.59292384760235,-73.59126487274249)
1 (45.63918641562619,-73.53811450771866)
1 (45.48745199482676,-73.59071987840245)
1 (45.40891137163887,-73.50853706398414)
1 (45.36536369639447,-73.38823558087748)
1 (45.73050330887304,-73.4156324043073)
1 (45.33382653126565,-73.28865774825285)
1 (45.62707574152827,-73.2816406007897)
1 (45.40528106050121,-73.2600522183659)
1 (45.479153059794015,-73.54781570975608)
1 (45.43081139479781,-73.65760996045044)
1 (45.41140464495208,-73.58418482371621)
1 (45.68569961597013,-73.37716666813907)
1 (45.25661946217388,-73.3534625950883)
1 (45.63122743033912,-73.31014788265013)
1 (45.72083784219165,-73.49131263803012)
1 (45.61165130866995,-73.56110586026317)
